Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year
343,23,Operations,Mid,7,218,Yes,10,18,5,Average,8,61.55,176337,16
344,29,Sales,Mid,18,127,No,2,15,9,Average,1,55.36,178500,3
345,42,HR,Entry,12,168,No,10,4,0,Average,9,56.26,72882,10
346,41,Operations,Manager,19,136,No,10,13,12,Average,4,97.1,88462,19
347,32,Finance,Entry,8,147,Yes,6,19,0,Good,7,64.18,135547,4
348,55,Finance,Senior,3,189,Hybrid,7,10,4,Average,2,98.6,68479,18
349,26,Marketing,Mid,10,125,No,10,10,4,Average,6,91.6,178035,1
350,51,Sales,Manager,23,174,No,12,10,3,Good,9,86.95,151231,16
351,54,Sales,Mid,22,120,No,1,16,8,Average,3,85.92,94459,6
352,33,Marketing,Senior,14,186,No,4,5,8,Poor,8,94.52,153561,1
353,26,Marketing,Senior,19,171,No,6,7,13,Average,5,61.29,129063,9
354,22,IT,Mid,19,192,Hybrid,7,11,11,Excellent,9,95.18,94771,0
355,56,IT,Entry,9,198,No,9,9,6,Average,7,72.45,111465,18
356,46,Finance,Mid,5,159,No,2,8,9,Good,9,87.67,141033,18
357,25,HR,Senior,7,203,Yes,13,15,5,Average,1,89.48,36023,13
358,30,Sales,Senior,13,135,Yes,5,9,13,Good,4,91.89,123273,1
359,24,Finance,Manager,29,193,Yes,8,10,11,Good,2,72.49,127270,8
360,51,Finance,Mid,18,197,Yes,3,5,10,Average,5,62.64,181164,14
361,41,HR,Mid,26,135,Hybrid,5,18,2,Good,2,93.39,163474,5
362,31,Finance,Senior,13,134,Yes,3,18,3,Average,3,53.13,56701,17
363,41,Finance,Mid,7,160,No,4,12,14,Average,5,78.78,157651,3
364,24,HR,Senior,8,209,No,2,8,14,Good,5,88.33,155360,4
365,32,Finance,Mid,28,129,Yes,12,8,11,Good,4,93.82,136069,1
366,36,Sales,Entry,4,179,No,3,16,4,Poor,6,56.02,159932,19
367,49,Marketing,Mid,17,131,No,2,8,14,Good,9,73.28,46205,8
368,56,HR,Entry,10,156,Yes,3,19,9,Average,9,84.61,140614,5
369,28,Operations,Mid,29,133,No,5,18,1,Excellent,8,95.39,139485,15
370,54,Marketing,Mid,4,144,Hybrid,1,18,2,Average,6,81.54,144199,6
371,59,Sales,Senior,5,213,Yes,11,8,3,Excellent,8,61.93,195838,8
372,40,Operations,Mid,27,172,No,9,7,2,Average,1,56.86,44621,7
373,50,Finance,Senior,28,149,Yes,0,9,14,Good,5,70.43,143637,7
374,23,Finance,Manager,5,178,No,7,11,11,Average,9,58.52,99204,0
375,40,Operations,Mid,18,182,Hybrid,2,19,6,Excellent,8,85.09,75794,15
376,30,Operations,Mid,24,218,Hybrid,3,5,6,Good,6,76.35,47461,11
377,27,Finance,Entry,2,198,No,14,4,6,Poor,8,62.25,139195,0
378,38,Marketing,Manager,11,214,Hybrid,3,6,8,Average,4,80.92,42156,6
379,23,Operations,Mid,27,137,No,3,14,4,Average,9,54.73,159274,12
380,27,IT,Entry,1,190,No,7,5,14,Average,2,81.51,71584,8
381,35,Marketing,Mid,21,186,Yes,13,12,10,Good,8,83.38,189256,17
382,47,IT,Entry,7,124,Hybrid,3,16,3,Poor,8,50.84,38464,18
383,39,Marketing,Mid,12,208,No,2,11,5,Good,2,83.55,67910,4
384,27,Sales,Entry,8,135,No,11,13,8,Average,6,66.14,188414,18
385,33,Marketing,Mid,12,198,No,5,10,14,Good,9,52.37,176513,15
386,59,Marketing,Entry,15,203,Yes,12,11,5,Poor,2,71.27,96110,19
387,43,HR,Senior,14,160,No,1,8,13,Average,5,67.94,41604,15
388,35,Operations,Senior,20,179,Hybrid,9,8,14,Poor,3,85.12,88033,18
389,34,Finance,Entry,1,205,No,14,11,5,Good,1,84.71,52183,0
390,30,Finance,Senior,21,154,Yes,11,15,13,Good,7,71.67,96441,2
391,53,Operations,Entry,3,146,No,8,8,4,Poor,5,82.85,191384,16
392,31,Finance,Entry,1,131,Yes,12,17,6,Average,4,92.78,104292,17
393,48,IT,Entry,11,152,Hybrid,4,11,12,Average,4,52.88,125886,17
394,35,Sales,Entry,23,143,No,13,13,12,Good,6,57.49,113721,18
395,30,IT,Mid,9,145,Hybrid,6,19,2,Average,5,73.38,35613,9
396,30,HR,Manager,25,217,Yes,0,4,5,Average,4,92.07,117340,16
397,47,HR,Senior,4,132,No,1,18,5,Good,7,75.31,93379,13
398,53,Operations,Mid,8,211,Yes,13,15,5,Good,8,59.14,42942,2
399,56,Marketing,Senior,17,139,Yes,2,4,4,Average,2,97.36,54595,2
400,47,HR,Senior,28,191,Yes,13,13,5,Average,6,61.2,116997,0
401,24,HR,Entry,14,169,Yes,3,15,0,Good,4,91.41,124111,19
402,51,Sales,Entry,20,199,Hybrid,9,9,0,Good,4,99.97,198424,7
403,50,HR,Mid,16,153,Yes,2,15,14,Average,2,80.52,73451,2
404,41,Marketing,Entry,20,215,Yes,1,14,13,Excellent,7,59.66,80053,3
405,25,Finance,Manager,2,149,Hybrid,13,10,6,Good,6,74.94,151472,9
406,35,IT,Entry,24,218,No,5,7,2,Average,6,83.97,138241,13
407,42,IT,Senior,8,135,Yes,0,19,7,Poor,3,56.93,77437,10
408,28,IT,Senior,23,167,No,7,10,2,Excellent,8,98.84,45523,10
409,27,Marketing,Mid,15,128,Hybrid,0,13,2,Average,9,97.87,123128,11
410,27,Sales,Entry,4,173,Yes,9,15,8,Average,8,75.3,77484,18
411,46,Marketing,Entry,21,150,Yes,1,17,9,Good,5,90.8,83741,18
412,25,IT,Senior,15,138,No,13,6,4,Average,8,99.52,156317,18
413,58,Marketing,Mid,21,153,No,2,12,2,Poor,6,83.44,91497,2
414,46,Marketing,Mid,1,181,No,3,5,4,Good,9,79.39,101467,4
415,39,Marketing,Entry,27,199,Yes,4,5,6,Average,8,80.42,133225,10
416,55,Finance,Entry,13,207,Hybrid,3,14,7,Good,9,76.64,166141,10
417,46,Marketing,Mid,22,135,Hybrid,5,16,9,Average,1,95.25,199099,10
418,43,Sales,Mid,7,198,Hybrid,2,9,11,Poor,9,56.93,150790,6
419,35,Finance,Entry,16,150,Hybrid,7,15,2,Excellent,7,74.07,136047,18
420,58,Operations,Entry,27,171,No,10,13,0,Average,5,50.75,145845,5
421,32,Operations,Entry,4,175,No,1,4,4,Average,1,94.54,130257,14
422,48,Marketing,Entry,3,190,Yes,8,5,11,Excellent,3,65.64,163631,8
423,47,HR,Mid,12,163,Yes,6,14,9,Poor,4,73.64,147410,11
424,56,IT,Mid,24,134,Hybrid,7,14,7,Poor,3,81.94,156519,17
425,37,Finance,Entry,18,185,Hybrid,5,17,1,Average,3,56.08,156337,14
426,41,HR,Mid,14,205,Hybrid,13,10,5,Good,9,87.61,99228,13
427,36,IT,Entry,1,143,Hybrid,4,10,8,Poor,1,75.38,103301,12
428,35,Sales,Senior,7,208,Yes,11,12,8,Good,7,53.32,109679,19
429,29,HR,Senior,19,180,Hybrid,4,10,12,Average,4,57.6,79319,4
430,45,Sales,Entry,3,131,Yes,11,7,6,Good,5,79.66,176228,0
431,54,Sales,Mid,22,133,No,13,12,0,Average,4,71.6,190755,13
432,37,HR,Mid,15,153,Hybrid,6,3,0,Poor,4,95.46,85707,17
433,48,HR,Manager,19,139,No,3,6,1,Average,4,83.26,110132,3
434,49,Finance,Entry,9,182,No,0,13,14,Average,1,79.75,109166,11
435,35,Sales,Mid,18,197,Yes,5,3,8,Average,2,86.2,120132,18
436,30,HR,Mid,1,201,Hybrid,4,16,1,Good,6,75.7,193196,18
437,34,Sales,Senior,7,154,No,6,14,6,Good,1,74.05,52698,14
438,43,Marketing,Entry,29,182,No,0,13,2,Average,1,98.93,143070,7
439,51,Marketing,Mid,15,200,Yes,6,8,13,Good,2,94.96,53610,3
440,53,Marketing,Entry,7,167,Yes,10,12,9,Good,1,58.94,168818,16
441,37,Sales,Entry,9,164,Yes,9,3,6,Average,7,60.19,88512,11
442,46,Sales,Entry,21,206,No,1,19,8,Good,7,63.23,135648,11
443,44,HR,Mid,16,205,Hybrid,6,9,9,Poor,5,86.51,151846,13
444,58,HR,Senior,19,168,Yes,9,4,9,Average,6,96.79,95764,17
445,49,Finance,Mid,26,150,No,10,9,9,Average,3,56.27,180558,9
446,24,Finance,Entry,12,148,Yes,1,12,5,Average,4,99.75,54187,8
447,44,Finance,Mid,18,144,No,2,14,11,Good,7,66.21,154380,19
448,54,Operations,Entry,24,215,Yes,6,13,13,Poor,1,67.2,123773,19
449,46,IT,Manager,16,214,No,1,18,2,Good,8,76.67,66101,14
450,46,Marketing,Mid,5,125,Yes,3,9,3,Average,8,54.83,159117,3
451,42,Sales,Mid,2,156,Hybrid,13,16,10,Average,3,96.16,58953,13
452,52,Operations,Mid,16,136,No,13,5,7,Good,1,50.97,99758,3
453,51,Marketing,Mid,6,150,Hybrid,8,10,3,Average,1,50.35,54501,3
454,55,Sales,Manager,8,177,No,5,3,8,Good,5,98.53,61662,7
455,59,Operations,Entry,19,140,No,10,5,6,Average,9,70.09,140617,1
456,28,IT,Senior,1,121,Hybrid,7,19,9,Good,6,62.39,109973,0
457,48,Sales,Senior,29,126,Yes,13,16,11,Poor,6,63.81,173912,18
458,34,Finance,Entry,21,210,No,14,12,1,Excellent,8,74.68,41981,12
459,50,Operations,Senior,24,141,Hybrid,13,12,4,Good,2,94.74,144522,15
460,44,Marketing,Mid,5,123,Hybrid,10,3,8,Good,5,87.35,164700,15
461,29,Marketing,Entry,19,210,No,14,14,14,Average,1,58.66,150665,4
462,42,Marketing,Mid,7,164,Yes,8,17,1,Good,7,67.11,94341,7
463,34,IT,Mid,10,215,No,11,17,7,Excellent,8,71.21,171003,11
464,47,Operations,Senior,16,204,Hybrid,8,12,9,Average,6,99.45,106792,4
465,31,Marketing,Entry,13,218,No,14,3,2,Average,1,88.95,196670,9
466,50,HR,Manager,7,192,No,6,8,13,Poor,8,74.5,123421,12
467,48,Finance,Senior,28,211,Yes,10,16,0,Good,9,62.37,175449,4
468,25,Finance,Mid,5,129,No,13,12,12,Average,1,57.81,120420,0
469,52,Sales,Senior,18,206,Yes,9,19,3,Good,3,58.56,104193,8
470,38,IT,Senior,10,143,Yes,1,3,8,Poor,3,66.65,61942,12
471,29,Sales,Mid,24,176,No,11,5,2,Poor,5,76.38,126528,10
472,58,Sales,Mid,23,123,Yes,10,19,1,Average,1,58.53,96048,4
473,41,Finance,Manager,23,200,Hybrid,10,19,1,Average,6,86.75,185438,18
474,31,Operations,Senior,24,167,Yes,5,7,1,Good,7,96.78,44719,7
475,55,Operations,Manager,8,207,No,7,16,1,Average,9,76.37,181971,8
476,32,HR,Entry,4,177,Yes,11,18,10,Average,7,68.27,105439,6
477,33,IT,Senior,1,120,Yes,12,5,14,Average,7,84.95,114545,2
478,31,IT,Senior,13,185,No,3,7,2,Average,8,84.53,193631,8
479,34,IT,Mid,10,159,Hybrid,8,8,3,Excellent,9,90.81,192830,7
480,55,HR,Senior,12,167,No,7,6,14,Average,5,96.65,132695,0
481,51,IT,Entry,20,172,No,0,5,3,Good,7,67.1,155761,17
482,36,Marketing,Entry,27,125,No,7,6,12,Average,8,56.5,154987,18
483,29,HR,Entry,2,133,No,12,9,8,Average,8,95.28,188974,0
484,59,Sales,Entry,6,181,No,8,5,14,Good,5,59.17,124914,15
485,57,Marketing,Mid,24,155,Yes,11,14,13,Excellent,2,67.71,136645,16
486,43,Operations,Manager,10,140,Hybrid,0,12,0,Poor,3,71.08,119816,18
487,26,Sales,Entry,10,144,No,11,7,4,Good,3,92.99,63158,13
488,53,IT,Mid,3,173,No,8,16,2,Poor,8,79.21,52375,4
489,41,HR,Mid,6,191,Hybrid,0,4,8,Good,6,79.89,98149,17
490,44,Operations,Entry,28,146,No,9,4,8,Good,2,88.53,64362,5
491,23,Marketing,Manager,15,197,Yes,6,17,13,Average,5,99.91,74835,3
492,40,HR,Manager,12,123,No,1,4,11,Average,9,98.22,148305,1
493,47,HR,Entry,9,127,No,14,6,12,Poor,7,56.53,74110,8
494,57,Operations,Senior,4,210,Hybrid,3,12,5,Good,8,99.23,60363,9
495,35,HR,Entry,6,202,No,14,14,12,Excellent,8,86.22,153884,11
496,28,Sales,Mid,18,213,Yes,14,15,3,Good,7,81.81,159065,12
497,37,HR,Mid,27,211,Yes,12,11,1,Average,2,69.83,152880,4
498,31,IT,Entry,6,210,No,14,6,8,Average,5,99.61,81608,9
499,43,Marketing,Mid,1,180,No,7,14,2,Good,5,65.78,80569,18
500,47,Finance,Senior,12,156,No,7,8,12,Poor,4,97.42,78422,1
501,26,HR,Senior,23,163,Yes,9,9,10,Poor,1,67.8,137376,14
502,33,Marketing,Senior,3,122,Yes,6,8,1,Good,5,57.1,189970,2
503,45,Sales,Entry,29,168,Yes,3,16,8,Average,4,81.47,89793,0
504,45,Sales,Entry,12,147,No,3,6,9,Poor,7,93.95,154573,18
505,36,HR,Mid,3,202,Yes,5,14,10,Good,1,97.38,52578,11
506,45,Operations,Mid,10,210,Yes,9,18,13,Average,1,90.96,156508,9
507,45,Operations,Senior,6,206,Hybrid,13,16,12,Average,5,69.86,191760,16
508,47,HR,Mid,21,202,Yes,4,10,7,Good,3,88.76,63542,7
509,55,Operations,Entry,17,176,No,8,12,9,Good,4,51.1,131324,14
510,39,IT,Entry,1,132,Yes,4,13,11,Average,1,59.19,161313,17
511,58,Finance,Senior,2,213,No,5,18,9,Average,9,78.67,88835,1
512,27,Operations,Entry,19,160,Hybrid,7,19,11,Average,4,64.2,86089,0
513,46,HR,Manager,29,191,No,9,12,10,Average,2,83.67,57140,11
514,38,HR,Mid,20,148,Yes,13,6,11,Poor,1,84.41,129900,17
515,37,IT,Mid,26,162,Yes,3,18,9,Excellent,8,80.8,41235,17
516,50,Sales,Entry,6,169,Yes,9,4,5,Poor,6,85.31,69386,10
517,22,Operations,Mid,10,169,Hybrid,9,18,11,Poor,7,65.55,167624,0
518,41,Finance,Senior,10,166,No,1,8,6,Poor,9,60.88,137669,4
519,47,Sales,Manager,18,189,No,1,10,11,Good,6,50.53,128730,4
520,42,HR,Senior,23,175,No,12,6,10,Good,3,82.87,66816,10
521,48,Finance,Senior,8,136,No,10,13,8,Good,7,79.27,111247,0
522,57,HR,Senior,20,148,No,9,4,7,Average,6,66.62,86145,4
523,56,IT,Entry,7,175,Hybrid,12,4,13,Average,6,67.36,72609,15
524,37,IT,Senior,10,171,Hybrid,4,9,5,Average,2,60.58,136274,7
525,50,Sales,Mid,25,167,No,1,5,0,Poor,2,67.2,87450,1
526,28,Marketing,Entry,1,121,No,12,11,7,Poor,9,65.13,108222,16
527,28,Sales,Entry,22,152,Hybrid,1,18,10,Good,7,98.6,111241,14
528,55,Finance,Entry,15,178,No,3,9,2,Average,8,75.09,141867,18
529,26,IT,Mid,10,158,No,6,16,5,Good,7,79.09,160999,15
530,29,Sales,Mid,22,174,Yes,0,14,1,Good,9,51.05,152015,18
531,29,IT,Entry,3,154,No,4,14,7,Excellent,3,91.37,105546,19
532,50,Marketing,Mid,23,150,No,14,11,3,Average,6,87.76,78363,2
533,31,Sales,Mid,9,195,Hybrid,2,9,12,Poor,5,75.67,64944,4
534,22,IT,Entry,13,150,Hybrid,2,7,7,Poor,2,88.86,170305,11
535,59,HR,Manager,6,145,Hybrid,7,10,6,Poor,3,58.19,110964,6
536,49,Operations,Entry,19,215,Yes,11,12,7,Poor,3,72.38,71167,8
537,28,Marketing,Mid,2,168,No,12,11,1,Good,1,62.0,49387,11
538,38,Operations,Mid,12,179,Yes,3,19,10,Average,9,79.61,125038,13
539,45,HR,Mid,11,169,Hybrid,10,15,6,Good,8,81.12,184947,10
540,56,Operations,Entry,13,179,No,11,14,7,Poor,5,99.27,161661,13
541,30,Finance,Mid,22,122,Yes,5,12,13,Excellent,1,50.96,141971,10
542,24,Marketing,Entry,3,139,No,9,8,2,Poor,4,67.9,191213,10
543,25,IT,Mid,17,175,Hybrid,0,15,6,Excellent,6,97.38,130751,12
544,53,HR,Entry,9,166,Hybrid,1,18,6,Poor,6,98.46,132485,16
545,34,Finance,Entry,23,121,No,7,6,2,Average,8,78.49,167884,16
546,45,HR,Entry,15,182,Hybrid,14,14,12,Good,2,78.37,107639,12
547,28,Marketing,Mid,15,196,Yes,5,12,4,Average,7,71.2,55210,3
548,40,Operations,Mid,4,212,Hybrid,7,13,8,Excellent,5,60.66,173009,18
549,48,HR,Manager,14,182,Hybrid,6,10,9,Poor,6,53.73,138880,8
550,48,HR,Entry,27,170,Hybrid,12,17,5,Good,6,69.18,195611,17
551,39,Sales,Mid,14,189,No,14,4,10,Average,8,67.26,182153,7
552,51,IT,Mid,14,161,No,5,9,4,Good,4,77.68,90261,12
553,49,HR,Manager,28,127,No,2,8,11,Poor,5,67.36,161194,18
554,50,Sales,Mid,27,145,Hybrid,4,19,3,Excellent,6,71.52,103874,10
555,30,Operations,Entry,18,173,Hybrid,6,19,10,Poor,8,80.26,43014,16
556,42,IT,Mid,3,193,No,3,9,7,Good,4,85.3,89514,14
557,59,Marketing,Mid,6,157,Yes,5,8,13,Excellent,1,50.65,145228,7
558,28,Marketing,Entry,8,175,Hybrid,0,12,8,Poor,8,60.56,145902,1
559,46,Sales,Mid,19,184,No,1,10,13,Average,4,59.44,45510,4
560,47,Sales,Mid,2,185,Hybrid,7,6,5,Good,5,70.87,136603,15
561,27,Marketing,Entry,5,162,No,5,19,4,Average,4,54.01,56180,1
562,41,Finance,Senior,24,183,Hybrid,9,4,12,Average,8,95.1,177444,0
563,39,Operations,Senior,9,154,Hybrid,14,6,3,Poor,6,71.19,42756,18
564,41,IT,Mid,11,184,No,5,18,7,Good,2,91.6,165842,10
565,39,IT,Senior,16,187,Hybrid,7,19,8,Poor,5,96.11,60787,12
566,22,Sales,Mid,20,122,Yes,7,10,14,Poor,6,60.19,173227,10
567,54,Operations,Entry,2,207,Yes,0,10,9,Poor,7,74.79,140860,11
568,44,IT,Senior,7,174,No,8,9,7,Good,1,98.51,82807,9
569,35,Finance,Senior,5,200,Yes,3,9,2,Good,4,91.05,43422,14
570,49,IT,Senior,25,146,Yes,1,6,2,Good,3,52.14,144673,15
571,42,Sales,Entry,1,144,Yes,2,8,4,Good,2,98.42,196955,13
572,58,HR,Mid,28,178,No,6,13,6,Average,5,51.16,183571,2
573,28,HR,Mid,21,203,Hybrid,8,17,1,Poor,6,51.7,59592,12
574,33,Sales,Entry,4,158,Yes,6,18,7,Good,4,82.21,93134,10
575,58,HR,Senior,9,173,Yes,11,14,5,Good,9,81.69,52526,11
576,49,Operations,Entry,15,170,Yes,0,13,11,Good,4,91.35,150646,0
577,28,IT,Entry,27,149,Yes,5,9,0,Good,3,65.18,64631,0
578,38,Sales,Entry,18,189,Yes,5,12,11,Good,1,74.18,170505,8
579,58,Sales,Mid,10,190,Yes,14,5,9,Good,8,92.73,128487,5
580,35,Sales,Manager,28,146,No,4,7,9,Average,1,87.78,148190,8
581,25,HR,Mid,11,124,Hybrid,0,11,12,Poor,4,71.25,178352,4
582,43,Marketing,Senior,17,145,Yes,4,6,9,Average,8,92.6,193167,1
583,38,HR,Senior,26,155,Yes,4,18,0,Average,6,74.12,109305,2
584,56,Sales,Senior,18,130,Hybrid,10,19,3,Poor,9,76.52,81992,17
585,53,IT,Entry,12,175,No,12,17,6,Good,7,79.3,162138,14
586,59,Operations,Mid,23,142,No,7,9,9,Poor,9,68.63,186490,13
587,52,Marketing,Mid,13,122,Hybrid,4,4,3,Average,6,64.35,171519,10
588,46,Sales,Mid,18,198,No,4,10,4,Good,3,83.94,150458,7
589,31,Operations,Senior,22,177,Yes,8,15,5,Poor,1,57.86,54890,3
590,23,HR,Entry,28,163,No,5,15,13,Average,7,75.04,35448,19
591,48,Finance,Mid,17,208,Hybrid,13,10,12,Average,1,65.93,119602,12
592,33,Sales,Senior,10,199,Yes,8,3,4,Good,8,69.03,80506,19
593,37,IT,Entry,15,215,No,11,19,11,Good,7,73.08,108229,13
594,37,Finance,Senior,20,145,No,9,9,5,Average,3,60.17,130072,1
595,24,Finance,Senior,23,188,No,10,10,8,Excellent,1,74.48,46630,0
596,46,HR,Mid,24,129,Hybrid,8,12,2,Poor,6,86.75,109908,16
597,39,HR,Mid,8,194,Hybrid,3,3,6,Excellent,7,61.74,196774,13
598,53,Operations,Manager,21,216,Hybrid,11,6,12,Average,4,92.65,136243,15
599,24,Marketing,Senior,11,211,Yes,2,11,7,Good,2,71.71,110835,17
600,29,Sales,Mid,18,176,Yes,6,7,10,Good,7,87.26,38301,7
601,26,Operations,Senior,4,199,Hybrid,3,10,14,Average,2,84.0,152385,4
602,41,Marketing,Mid,19,163,Hybrid,5,9,8,Average,4,70.36,141982,1
603,46,Marketing,Entry,29,121,Hybrid,5,7,6,Average,1,90.57,41889,3
604,27,Finance,Entry,23,148,No,7,16,2,Average,3,51.5,112588,2
605,49,HR,Mid,22,121,Yes,13,8,9,Average,1,63.04,51928,13
606,44,Finance,Manager,2,205,No,8,17,2,Average,5,50.58,131375,11
607,45,Sales,Manager,20,194,Yes,14,9,3,Average,7,89.65,131479,14
608,31,Marketing,Mid,3,154,No,6,10,11,Average,8,56.73,156100,0
609,31,Marketing,Entry,16,215,Yes,5,5,11,Good,2,70.46,141764,4
610,54,Sales,Senior,1,183,No,13,11,6,Average,3,80.54,76928,18
611,30,Operations,Manager,17,124,Hybrid,12,9,3,Good,3,98.51,35029,19
612,39,Marketing,Entry,12,210,Hybrid,0,15,4,Good,6,99.99,157019,4
613,24,HR,Senior,19,170,Hybrid,3,3,1,Average,9,93.5,143070,0
614,54,HR,Mid,25,195,Hybrid,1,3,5,Good,1,76.88,111697,17
615,31,Marketing,Entry,10,127,Hybrid,5,16,8,Good,8,56.62,106153,19
616,48,Sales,Manager,20,122,No,1,9,1,Good,3,68.06,111343,9
617,56,Finance,Entry,13,215,Hybrid,14,13,7,Average,1,93.27,107755,17
618,39,Marketing,Entry,14,141,No,4,7,10,Good,4,97.85,109907,12
619,28,IT,Manager,16,182,Hybrid,6,14,6,Average,4,82.87,195395,3
620,28,HR,Entry,26,147,Yes,5,17,10,Good,8,90.3,171823,4
621,43,IT,Mid,24,209,Hybrid,3,19,13,Poor,6,89.94,99091,9
622,31,IT,Manager,28,164,Yes,4,6,3,Average,9,98.14,84884,19
623,48,IT,Manager,1,140,Yes,13,4,3,Good,4,90.44,166290,6
624,25,Marketing,Entry,29,194,Hybrid,14,4,3,Average,3,68.17,148004,6
625,33,Marketing,Mid,24,146,No,12,3,3,Good,5,73.84,85168,7
626,24,IT,Entry,18,126,Yes,12,19,3,Good,3,62.23,150878,7
627,24,Marketing,Entry,3,192,Hybrid,5,12,8,Good,9,57.8,90949,14
628,46,IT,Manager,29,166,No,7,7,4,Poor,8,67.66,153729,3
629,47,IT,Mid,14,167,No,9,19,3,Poor,3,83.65,189322,14
630,28,Operations,Entry,17,217,Hybrid,10,17,5,Average,1,79.69,70475,16
631,55,Finance,Mid,24,162,Yes,14,9,5,Poor,5,87.6,130134,12
632,31,Operations,Entry,14,145,Hybrid,14,11,12,Good,6,94.73,84247,19
633,24,Finance,Manager,21,189,No,3,12,2,Good,5,52.53,176453,4
634,49,Finance,Mid,25,195,No,12,9,11,Good,7,62.47,62625,8
635,32,Sales,Mid,8,156,Hybrid,5,4,11,Poor,7,89.02,72483,6
636,53,HR,Mid,12,169,Hybrid,12,18,13,Poor,2,96.15,55553,14
637,29,Marketing,Manager,14,163,Yes,8,17,10,Poor,8,96.81,57613,16
638,41,Finance,Senior,2,120,No,8,10,0,Average,2,59.24,58696,1
639,26,HR,Manager,6,154,No,8,17,8,Poor,4,55.1,84890,12
640,34,HR,Mid,12,187,No,3,10,11,Average,7,96.57,114032,16
641,32,Operations,Senior,29,159,Hybrid,6,9,4,Average,6,53.32,141395,18
642,55,Marketing,Mid,4,169,Hybrid,10,15,9,Good,2,83.1,156592,8
643,24,Operations,Mid,26,191,Yes,11,13,5,Poor,4,69.94,163673,10
644,36,Sales,Mid,29,185,Yes,5,7,12,Excellent,3,63.93,174477,2
645,54,IT,Mid,4,131,Hybrid,3,10,3,Average,6,63.67,74815,3
646,31,Finance,Mid,28,191,Hybrid,13,4,5,Excellent,6,67.95,145765,11
647,24,Sales,Entry,16,160,Yes,9,6,6,Good,8,68.13,120969,11
648,35,Marketing,Entry,20,179,Hybrid,7,17,0,Poor,8,90.77,116127,12
649,54,Sales,Manager,16,150,Hybrid,6,15,12,Good,5,76.58,173850,0
650,54,Operations,Mid,24,204,No,11,19,0,Good,4,97.08,187981,16
651,57,HR,Manager,8,214,No,8,11,8,Excellent,3,81.97,144539,5
652,44,Sales,Mid,3,151,Hybrid,8,7,6,Poor,9,70.42,110307,10
653,22,Finance,Entry,8,139,Hybrid,12,6,7,Good,5,76.62,181623,13
654,48,Sales,Entry,24,202,Hybrid,5,16,5,Poor,4,96.97,61852,3
655,53,Sales,Senior,13,166,Hybrid,5,19,8,Good,2,91.72,126801,6
656,42,HR,Entry,7,213,No,12,17,12,Average,6,96.22,51469,16
657,41,Operations,Entry,2,192,Hybrid,8,18,12,Excellent,5,85.39,148433,4
658,48,Sales,Entry,5,203,No,11,5,4,Average,2,81.63,36784,8
659,57,HR,Mid,14,137,Yes,7,15,3,Average,5,62.28,118351,0
660,53,Finance,Entry,5,196,Yes,7,11,11,Average,8,67.65,137065,2
661,50,Finance,Entry,4,179,Yes,11,4,1,Excellent,4,52.9,39140,7
662,44,IT,Senior,17,149,No,5,18,13,Good,1,78.79,59499,8
663,56,Operations,Manager,20,148,No,2,3,10,Average,8,81.98,78815,13
664,36,IT,Manager,1,171,Hybrid,11,10,11,Average,7,87.54,56021,15
665,31,HR,Senior,16,170,No,1,6,10,Excellent,9,92.8,95467,9
666,36,IT,Entry,11,149,No,9,4,5,Average,8,64.76,94023,17
667,46,IT,Entry,23,188,Hybrid,3,17,13,Poor,7,58.86,61997,15
668,38,Marketing,Entry,11,187,Yes,4,7,0,Excellent,7,55.87,139553,10
669,52,IT,Mid,17,169,Hybrid,12,3,5,Excellent,1,77.14,139503,4
670,32,Operations,Senior,4,178,Yes,12,19,9,Good,6,63.37,85174,3
671,41,Sales,Mid,16,150,No,1,5,5,Average,9,59.84,165678,9
672,52,Finance,Mid,12,161,Yes,8,16,3,Good,7,77.83,109536,2
673,37,IT,Manager,23,152,Yes,5,13,14,Excellent,5,80.07,80477,11
674,57,HR,Mid,29,184,Hybrid,10,16,0,Excellent,1,57.01,97854,7
675,32,Marketing,Entry,5,138,Hybrid,13,11,7,Good,6,76.2,112798,1
676,41,Marketing,Mid,27,134,No,12,4,10,Average,4,54.7,188816,0
677,47,Finance,Entry,29,185,Hybrid,11,8,2,Good,3,89.4,153725,16
678,47,Finance,Entry,13,187,No,0,19,4,Poor,5,79.34,124461,16
679,27,HR,Mid,13,122,No,2,5,11,Good,1,79.84,177029,11
680,56,HR,Senior,3,206,Hybrid,0,7,2,Poor,7,85.84,179953,4
681,29,Operations,Entry,29,179,Hybrid,3,18,3,Average,3,60.77,89813,3
682,28,Operations,Mid,9,162,No,8,6,8,Excellent,6,59.36,56989,7
683,58,HR,Senior,18,172,No,10,6,6,Good,7,65.64,74905,9
684,37,Marketing,Senior,18,189,No,3,5,9,Good,4,78.98,75635,4
685,30,Marketing,Mid,29,213,No,6,15,7,Poor,7,91.24,87319,15
686,32,HR,Entry,29,142,No,7,17,11,Good,8,99.5,138787,11
687,42,IT,Entry,15,168,No,9,19,1,Good,9,91.08,99057,2
688,28,Operations,Senior,24,134,No,7,13,9,Excellent,9,74.63,103722,4
